id,analysis_scope,user_id,intent,tag_technique,question,sql_query,rationale
11235,assessment,2225251.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225251 ?,SELECT * FROM assessment_results WHERE ID = 11235;,L'analyse montre que le score PIX est 202.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11242,assessment,2225181.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225181 ?,SELECT * FROM assessment_results WHERE ID = 11242;,L'analyse montre que le score PIX est 287.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11232,assessment,2225188.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225188 ?,SELECT * FROM assessment_results WHERE ID = 11232;,L'analyse montre que le score PIX est 165.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11234,assessment,2225316.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225316 ?,SELECT * FROM assessment_results WHERE ID = 11234;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11236,assessment,2225480.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225480 ?,SELECT * FROM assessment_results WHERE ID = 11236;,L'analyse montre que le score PIX est 44.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11243,assessment,2225488.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225488 ?,SELECT * FROM assessment_results WHERE ID = 11243;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11248,assessment,2225550.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225550 ?,SELECT * FROM assessment_results WHERE ID = 11248;,L'analyse montre que le score PIX est 32.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11237,assessment,2225429.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225429 ?,SELECT * FROM assessment_results WHERE ID = 11237;,L'analyse montre que le score PIX est 72.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11238,assessment,2225413.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225413 ?,SELECT * FROM assessment_results WHERE ID = 11238;,L'analyse montre que le score PIX est 143.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11239,assessment,2225486.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225486 ?,SELECT * FROM assessment_results WHERE ID = 11239;,L'analyse montre que le score PIX est 79.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11241,assessment,2225376.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225376 ?,SELECT * FROM assessment_results WHERE ID = 11241;,L'analyse montre que le score PIX est 144.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11244,assessment,2225222.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225222 ?,SELECT * FROM assessment_results WHERE ID = 11244;,L'analyse montre que le score PIX est 185.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11246,assessment,2225157.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225157 ?,SELECT * FROM assessment_results WHERE ID = 11246;,L'analyse montre que le score PIX est 220.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11247,assessment,2225454.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225454 ?,SELECT * FROM assessment_results WHERE ID = 11247;,L'analyse montre que le score PIX est 164.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11249,assessment,2225838.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225838 ?,SELECT * FROM assessment_results WHERE ID = 11249;,L'analyse montre que le score PIX est 124.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11250,assessment,2225852.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225852 ?,SELECT * FROM assessment_results WHERE ID = 11250;,L'analyse montre que le score PIX est 99.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11251,assessment,2225842.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225842 ?,SELECT * FROM assessment_results WHERE ID = 11251;,L'analyse montre que le score PIX est 71.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11252,assessment,2225840.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225840 ?,SELECT * FROM assessment_results WHERE ID = 11252;,L'analyse montre que le score PIX est 66.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11253,assessment,2225844.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225844 ?,SELECT * FROM assessment_results WHERE ID = 11253;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11254,assessment,2225846.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225846 ?,SELECT * FROM assessment_results WHERE ID = 11254;,L'analyse montre que le score PIX est 134.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11255,assessment,2225843.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225843 ?,SELECT * FROM assessment_results WHERE ID = 11255;,L'analyse montre que le score PIX est 66.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11256,assessment,2225839.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225839 ?,SELECT * FROM assessment_results WHERE ID = 11256;,L'analyse montre que le score PIX est 119.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11257,assessment,2225856.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225856 ?,SELECT * FROM assessment_results WHERE ID = 11257;,L'analyse montre que le score PIX est 121.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11258,assessment,2225830.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225830 ?,SELECT * FROM assessment_results WHERE ID = 11258;,L'analyse montre que le score PIX est 169.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11259,assessment,2225859.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225859 ?,SELECT * FROM assessment_results WHERE ID = 11259;,L'analyse montre que le score PIX est 46.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11260,assessment,2225855.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225855 ?,SELECT * FROM assessment_results WHERE ID = 11260;,L'analyse montre que le score PIX est 93.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11261,assessment,2225814.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225814 ?,SELECT * FROM assessment_results WHERE ID = 11261;,L'analyse montre que le score PIX est 231.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11262,assessment,2225847.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225847 ?,SELECT * FROM assessment_results WHERE ID = 11262;,L'analyse montre que le score PIX est 101.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11263,assessment,2225819.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225819 ?,SELECT * FROM assessment_results WHERE ID = 11263;,L'analyse montre que le score PIX est 322.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11264,assessment,2225849.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225849 ?,SELECT * FROM assessment_results WHERE ID = 11264;,L'analyse montre que le score PIX est 105.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11265,assessment,2225811.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225811 ?,SELECT * FROM assessment_results WHERE ID = 11265;,L'analyse montre que le score PIX est 179.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11266,assessment,2225863.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225863 ?,SELECT * FROM assessment_results WHERE ID = 11266;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11267,assessment,2225822.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225822 ?,SELECT * FROM assessment_results WHERE ID = 11267;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11268,assessment,2225812.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225812 ?,SELECT * FROM assessment_results WHERE ID = 11268;,L'analyse montre que le score PIX est 157.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11269,assessment,2225862.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225862 ?,SELECT * FROM assessment_results WHERE ID = 11269;,L'analyse montre que le score PIX est 108.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11270,assessment,2225807.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225807 ?,SELECT * FROM assessment_results WHERE ID = 11270;,L'analyse montre que le score PIX est 246.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11271,assessment,2225821.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225821 ?,SELECT * FROM assessment_results WHERE ID = 11271;,L'analyse montre que le score PIX est 404.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11272,assessment,2225829.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225829 ?,SELECT * FROM assessment_results WHERE ID = 11272;,L'analyse montre que le score PIX est 202.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11273,assessment,2225816.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225816 ?,SELECT * FROM assessment_results WHERE ID = 11273;,L'analyse montre que le score PIX est 97.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11274,assessment,2225833.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225833 ?,SELECT * FROM assessment_results WHERE ID = 11274;,L'analyse montre que le score PIX est 333.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11275,assessment,2225824.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225824 ?,SELECT * FROM assessment_results WHERE ID = 11275;,L'analyse montre que le score PIX est 367.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11276,assessment,2225825.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225825 ?,SELECT * FROM assessment_results WHERE ID = 11276;,L'analyse montre que le score PIX est 258.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11277,assessment,2225835.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225835 ?,SELECT * FROM assessment_results WHERE ID = 11277;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11278,assessment,2225845.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225845 ?,SELECT * FROM assessment_results WHERE ID = 11278;,L'analyse montre que le score PIX est 138.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11279,assessment,2225823.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225823 ?,SELECT * FROM assessment_results WHERE ID = 11279;,L'analyse montre que le score PIX est 103.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11280,assessment,2225815.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225815 ?,SELECT * FROM assessment_results WHERE ID = 11280;,L'analyse montre que le score PIX est 223.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11281,assessment,2225841.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225841 ?,SELECT * FROM assessment_results WHERE ID = 11281;,L'analyse montre que le score PIX est 67.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11282,assessment,2225828.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225828 ?,SELECT * FROM assessment_results WHERE ID = 11282;,L'analyse montre que le score PIX est 231.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11283,assessment,2225809.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225809 ?,SELECT * FROM assessment_results WHERE ID = 11283;,L'analyse montre que le score PIX est 214.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11284,assessment,2225850.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225850 ?,SELECT * FROM assessment_results WHERE ID = 11284;,L'analyse montre que le score PIX est 216.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11285,assessment,2225851.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225851 ?,SELECT * FROM assessment_results WHERE ID = 11285;,L'analyse montre que le score PIX est 133.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11286,assessment,2225861.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225861 ?,SELECT * FROM assessment_results WHERE ID = 11286;,L'analyse montre que le score PIX est 152.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11287,assessment,2225848.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225848 ?,SELECT * FROM assessment_results WHERE ID = 11287;,L'analyse montre que le score PIX est 108.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11288,assessment,2225827.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225827 ?,SELECT * FROM assessment_results WHERE ID = 11288;,L'analyse montre que le score PIX est 279.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11289,assessment,2225853.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225853 ?,SELECT * FROM assessment_results WHERE ID = 11289;,L'analyse montre que le score PIX est 193.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11290,assessment,2225818.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225818 ?,SELECT * FROM assessment_results WHERE ID = 11290;,L'analyse montre que le score PIX est 122.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11291,assessment,2225813.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225813 ?,SELECT * FROM assessment_results WHERE ID = 11291;,L'analyse montre que le score PIX est 368.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11292,assessment,2225826.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225826 ?,SELECT * FROM assessment_results WHERE ID = 11292;,L'analyse montre que le score PIX est 138.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11293,assessment,2225831.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225831 ?,SELECT * FROM assessment_results WHERE ID = 11293;,L'analyse montre que le score PIX est 205.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11294,assessment,2225817.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225817 ?,SELECT * FROM assessment_results WHERE ID = 11294;,L'analyse montre que le score PIX est 189.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11295,assessment,2225820.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225820 ?,SELECT * FROM assessment_results WHERE ID = 11295;,L'analyse montre que le score PIX est 428.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11296,assessment,2225858.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225858 ?,SELECT * FROM assessment_results WHERE ID = 11296;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11297,assessment,2225832.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225832 ?,SELECT * FROM assessment_results WHERE ID = 11297;,L'analyse montre que le score PIX est 163.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11298,assessment,2225854.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2225854 ?,SELECT * FROM assessment_results WHERE ID = 11298;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11299,assessment,2226126.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226126 ?,SELECT * FROM assessment_results WHERE ID = 11299;,L'analyse montre que le score PIX est 131.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11300,assessment,2226246.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226246 ?,SELECT * FROM assessment_results WHERE ID = 11300;,L'analyse montre que le score PIX est 68.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11301,assessment,2226365.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226365 ?,SELECT * FROM assessment_results WHERE ID = 11301;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11302,assessment,2226356.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226356 ?,SELECT * FROM assessment_results WHERE ID = 11302;,L'analyse montre que le score PIX est 28.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11303,assessment,2226390.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226390 ?,SELECT * FROM assessment_results WHERE ID = 11303;,L'analyse montre que le score PIX est 49.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11304,assessment,2226373.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226373 ?,SELECT * FROM assessment_results WHERE ID = 11304;,L'analyse montre que le score PIX est 51.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11305,assessment,2226364.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226364 ?,SELECT * FROM assessment_results WHERE ID = 11305;,L'analyse montre que le score PIX est 15.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11306,assessment,2226354.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226354 ?,SELECT * FROM assessment_results WHERE ID = 11306;,L'analyse montre que le score PIX est 44.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11307,assessment,2226359.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226359 ?,SELECT * FROM assessment_results WHERE ID = 11307;,L'analyse montre que le score PIX est 58.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11308,assessment,2226357.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226357 ?,SELECT * FROM assessment_results WHERE ID = 11308;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11309,assessment,2226370.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226370 ?,SELECT * FROM assessment_results WHERE ID = 11309;,L'analyse montre que le score PIX est 25.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11310,assessment,2226386.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226386 ?,SELECT * FROM assessment_results WHERE ID = 11310;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11311,assessment,2226369.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226369 ?,SELECT * FROM assessment_results WHERE ID = 11311;,L'analyse montre que le score PIX est 81.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11312,assessment,2226380.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226380 ?,SELECT * FROM assessment_results WHERE ID = 11312;,L'analyse montre que le score PIX est 67.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11313,assessment,2226349.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226349 ?,SELECT * FROM assessment_results WHERE ID = 11313;,L'analyse montre que le score PIX est 54.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11314,assessment,2226360.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226360 ?,SELECT * FROM assessment_results WHERE ID = 11314;,L'analyse montre que le score PIX est 34.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11315,assessment,2226443.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226443 ?,SELECT * FROM assessment_results WHERE ID = 11315;,L'analyse montre que le score PIX est 44.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11316,assessment,2226366.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226366 ?,SELECT * FROM assessment_results WHERE ID = 11316;,L'analyse montre que le score PIX est 70.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11317,assessment,2226460.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226460 ?,SELECT * FROM assessment_results WHERE ID = 11317;,L'analyse montre que le score PIX est 20.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11318,assessment,2226393.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226393 ?,SELECT * FROM assessment_results WHERE ID = 11318;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11319,assessment,2226251.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226251 ?,SELECT * FROM assessment_results WHERE ID = 11319;,L'analyse montre que le score PIX est 176.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11320,assessment,2226442.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226442 ?,SELECT * FROM assessment_results WHERE ID = 11320;,L'analyse montre que le score PIX est 41.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11321,assessment,2226376.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226376 ?,SELECT * FROM assessment_results WHERE ID = 11321;,L'analyse montre que le score PIX est 73.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11322,assessment,2226473.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226473 ?,SELECT * FROM assessment_results WHERE ID = 11322;,L'analyse montre que le score PIX est 28.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11323,assessment,2226381.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226381 ?,SELECT * FROM assessment_results WHERE ID = 11323;,L'analyse montre que le score PIX est 95.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11324,assessment,2226384.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226384 ?,SELECT * FROM assessment_results WHERE ID = 11324;,L'analyse montre que le score PIX est 60.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11325,assessment,2226372.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226372 ?,SELECT * FROM assessment_results WHERE ID = 11325;,L'analyse montre que le score PIX est 47.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11326,assessment,2226439.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226439 ?,SELECT * FROM assessment_results WHERE ID = 11326;,L'analyse montre que le score PIX est 66.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11327,assessment,2226408.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226408 ?,SELECT * FROM assessment_results WHERE ID = 11327;,L'analyse montre que le score PIX est 142.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11328,assessment,2226446.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226446 ?,SELECT * FROM assessment_results WHERE ID = 11328;,L'analyse montre que le score PIX est 43.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11329,assessment,2226385.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226385 ?,SELECT * FROM assessment_results WHERE ID = 11329;,L'analyse montre que le score PIX est 84.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11330,assessment,2226448.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226448 ?,SELECT * FROM assessment_results WHERE ID = 11330;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'nan'.
11331,assessment,2226504.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226504 ?,SELECT * FROM assessment_results WHERE ID = 11331;,L'analyse montre que le score PIX est 23.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11332,assessment,2226378.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226378 ?,SELECT * FROM assessment_results WHERE ID = 11332;,L'analyse montre que le score PIX est 75.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11333,assessment,2226444.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226444 ?,SELECT * FROM assessment_results WHERE ID = 11333;,L'analyse montre que le score PIX est 91.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11334,assessment,2226447.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226447 ?,SELECT * FROM assessment_results WHERE ID = 11334;,L'analyse montre que le score PIX est 81.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
11336,assessment,2226512.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 2226512 ?,SELECT * FROM assessment_results WHERE ID = 11336;,L'analyse montre que le score PIX est 35.0 avec un statut 'validated'. Le commentaire pour le jury est : 'nan'.
